date,adj_close
2019-05-08,16.458232879638672
2019-05-09,16.467449188232422
2019-05-10,16.470083236694336
2019-05-13,16.34963035583496
2019-05-14,16.443098068237305
2019-05-15,16.648456573486328
2019-05-16,16.827484130859375
2019-05-17,16.88014030456543
2019-05-20,16.771533966064453
2019-05-21,16.789966583251953
2019-05-22,16.80049705505371
2019-05-23,16.708349227905273
2019-05-24,16.74323272705078
2019-05-28,16.847890853881836
2019-05-29,16.780094146728516
2019-05-30,16.814979553222656
2019-05-31,16.68267822265625
2019-06-03,16.62409782409668
2019-06-04,16.651744842529297
2019-06-05,16.714933395385742
2019-06-06,16.691896438598633
2019-06-07,16.82090187072754
2019-06-10,16.735994338989258
2019-06-11,16.70176887512207
2019-06-12,16.77482795715332
2019-06-13,16.874216079711914
2019-06-14,16.953859329223633
2019-06-17,16.948591232299805
2019-06-18,17.07759666442871
2019-06-19,17.138151168823242
2019-06-20,17.10853385925293
2019-06-21,16.83340835571289
2019-06-24,16.876848220825195
2019-06-25,16.90317726135254
2019-06-26,16.72480583190918
2019-06-27,16.82694435119629
2019-06-28,16.906023025512695
2019-07-01,16.9752140045166
2019-07-02,17.130075454711914
2019-07-03,17.286911010742188
2019-07-05,17.11623764038086
2019-07-08,17.079994201660156
2019-07-09,17.060882568359375
2019-07-10,17.034523010253906
2019-07-11,16.89219093322754
2019-07-12,16.935672760009766
2019-07-15,17.024639129638672
2019-07-16,17.018049240112305
2019-07-17,17.083948135375977
2019-07-18,17.083948135375977
2019-07-19,17.073402404785156
2019-07-22,17.110301971435547
2019-07-23,17.216398239135742
2019-07-24,17.362689971923828
2019-07-25,17.209810256958008
2019-07-26,17.33172035217285
2019-07-29,17.30733871459961
2019-07-30,17.197948455810547
2019-07-31,17.275705337524414
2019-08-01,17.414094924926758
2019-08-02,17.282957077026367
2019-08-05,17.02859115600586
2019-08-06,17.295480728149414
2019-08-07,17.350831985473633
2019-08-08,17.52480125427246
2019-08-09,17.37323760986328
2019-08-12,17.62101173400879
2019-08-13,17.707990646362305
2019-08-14,17.959068298339844
2019-08-15,18.269447326660156
2019-08-16,18.21804428100586
2019-08-19,18.067138671875
2019-08-20,18.148193359375
2019-08-21,18.118541717529297
2019-08-22,18.020353317260742
2019-08-23,18.07307243347168
2019-08-26,18.1745548248291
2019-08-27,18.413101196289062
2019-08-28,18.480316162109375
2019-08-29,18.475704193115234
2019-08-30,18.568618774414062
2019-09-03,18.65560531616211
2019-09-04,18.692506790161133
2019-09-05,18.33336639404297
2019-09-06,18.419031143188477
2019-09-09,18.098770141601562
2019-09-10,17.83979034423828
2019-09-11,17.9149112701416
2019-09-12,17.777847290039062
2019-09-13,17.43386459350586
2019-09-16,17.68031883239746
2019-09-17,17.698768615722656
2019-09-18,17.80025291442871
2019-09-19,17.812774658203125
2019-09-20,18.001239776611328
2019-09-23,18.0572566986084
2019-09-24,18.18707275390625
2019-09-25,18.105358123779297
2019-09-26,18.212112426757812
2019-09-27,18.190990447998047
2019-09-30,18.284725189208984
2019-10-01,18.27680206298828
2019-10-02,18.303207397460938
2019-10-03,18.41014289855957
2019-10-04,18.47879409790039
2019-10-07,18.39364242553711
2019-10-08,18.38637924194336
2019-10-09,18.34479522705078
2019-10-10,18.17317008972168
2019-10-11,18.06623077392578
2019-10-14,18.14940643310547
2019-10-15,18.06755256652832
2019-10-16,18.033891677856445
2019-10-17,17.962596893310547
2019-10-18,17.905168533325195
2019-10-21,17.85565948486328
2019-10-22,17.903844833374023
2019-10-23,17.92893409729004
2019-10-24,17.98305892944336
2019-10-25,17.969196319580078
2019-10-28,17.878761291503906
2019-10-29,17.878761291503906
2019-10-30,17.968538284301758
2019-10-31,18.07811164855957
2019-11-01,18.04378890991211
2019-11-04,18.02398681640625
2019-11-05,17.97117805480957
2019-11-06,18.030588150024414
2019-11-07,17.9064884185791
2019-11-08,17.895265579223633
2019-11-11,17.888668060302734
2019-11-12,17.948076248168945
2019-11-13,17.97513771057129
2019-11-14,18.000883102416992
2019-11-15,17.994279861450195
2019-11-18,18.000883102416992
2019-11-19,18.033891677856445
2019-11-20,18.056989669799805
2019-11-21,18.02332878112793
2019-11-22,18.097259521484375
2019-11-25,18.215412139892578
2019-11-26,18.255022048950195
2019-11-27,18.278121948242188
2019-11-29,18.209474563598633
2019-12-02,17.95137596130371
2019-12-03,18.04510498046875
2019-12-04,18.063589096069336
2019-12-05,17.9843807220459
2019-12-06,18.083393096923828
2019-12-09,18.060291290283203
2019-12-10,17.977779388427734
2019-12-11,18.033227920532227
2019-12-12,18.033227920532227
2019-12-13,18.20749282836914
2019-12-16,18.222017288208008
2019-12-17,18.188350677490234
2019-12-18,18.15930938720703
2019-12-19,18.189010620117188
2019-12-20,18.310468673706055
2019-12-23,18.297924041748047
2019-12-24,18.315092086791992
2019-12-26,18.398921966552734
2019-12-27,18.36943244934082
2019-12-30,18.20258331298828
2019-12-31,18.214092254638672
2020-01-02,18.454301834106445
2020-01-03,18.41402244567871
2020-01-06,18.450700759887695
2020-01-07,18.421934127807617
2020-01-08,18.427688598632812
2020-01-09,18.49529457092285
2020-01-10,18.493852615356445
2020-01-13,18.55858039855957
2020-01-14,18.565052032470703
2020-01-15,18.59526252746582
2020-01-16,18.6966609954834
2020-01-17,18.773616790771484
2020-01-21,18.717517852783203
2020-01-22,18.746286392211914
2020-01-23,18.795913696289062
2020-01-24,18.70026206970215
2020-01-27,18.460771560668945
2020-01-28,18.541322708129883
2020-01-29,18.654232025146484
2020-01-30,18.6304988861084
2020-01-31,18.396764755249023
2020-02-03,18.48737907409668
2020-02-04,18.55570411682129
2020-02-05,18.594541549682617
2020-02-06,18.702417373657227
2020-02-07,18.73837661743164
2020-02-10,18.91529655456543
2020-02-11,18.922489166259766
2020-02-12,18.986494064331055
2020-02-13,18.957008361816406
2020-02-14,19.026052474975586
2020-02-18,19.112356185913086
2020-02-19,19.249000549316406
2020-02-20,19.283519744873047
2020-02-21,19.266977310180664
2020-02-24,18.94046974182129
2020-02-25,18.59885597229004
2020-02-26,18.58806800842285
2020-02-27,18.104055404663086
2020-02-28,18.00768280029297
2020-03-02,18.375905990600586
2020-03-03,18.503921508789062
2020-03-04,18.76570701599121
2020-03-05,18.683002471923828
2020-03-06,18.846256256103516
2020-03-09,18.277379989624023
2020-03-10,18.459333419799805
2020-03-11,18.178852081298828
2020-03-12,17.46901512145996
2020-03-13,17.94008445739746
2020-03-16,17.893333435058594
2020-03-17,17.483402252197266
2020-03-18,17.27267837524414
2020-03-19,17.505693435668945
2020-03-20,17.77035140991211
2020-03-23,17.97819709777832
2020-03-24,18.206178665161133
2020-03-25,18.089672088623047
2020-03-26,18.18244743347168
2020-03-27,18.248655319213867
2020-03-30,18.35085105895996
2020-03-31,18.24217987060547
2020-04-01,18.263769149780273
2020-04-02,18.28607940673828
2020-04-03,18.173810958862305
2020-04-06,18.412738800048828
2020-04-07,18.281755447387695
