date,EZU,BWX,GLD,SHV
2008-11-25,21.5292,21.0409,80.87000274658203,88.51322174072266
2008-11-26,22.0492,20.9909,80.37999725341797,88.51322174072266
2008-11-28,21.4592,20.8909,80.30999755859375,88.52922821044922
2008-12-01,19.0992,20.9159,75.6500015258789,88.53324890136719
2008-12-02,20.6592,21.0559,76.94999694824219,88.51719665527344
2008-12-03,21.0392,21.0659,76.18000030517578,88.55728912353516
2008-12-04,20.3292,20.9809,75.5,88.58134460449219
2008-12-05,20.6192,20.8709,74.5199966430664,88.57332611083984
2008-12-08,22.0192,21.1909,76.19999694824219,88.54126739501953
2008-12-09,21.9092,21.1409,76.33000183105469,88.59735107421875
2008-12-10,22.8192,21.1959,79.75,88.61337280273438
2008-12-11,22.7092,21.6459,80.6500015258789,88.59735107421875
2008-12-12,22.9992,21.6259,80.80999755859375,88.62141418457031
2008-12-15,23.2192,22.0159,82.5999984741211,88.61337280273438
2008-12-16,25.7192,22.8359,84.45999908447266,88.58134460449219
2008-12-17,25.0792,23.4509,85.43000030517578,88.54126739501953
2008-12-18,24.1892,23.2009,83.87000274658203,88.54126739501953
2008-12-19,23.5892,22.9059,82.62999725341797,88.58134460449219
2008-12-22,23.3792,22.9659,83.45999908447266,88.58134460449219
2008-12-23,22.6892,22.9559,82.62999725341797,88.60536193847656
2008-12-24,23.0092,22.9659,83.45999908447266,88.59735107421875
2008-12-26,23.3992,22.9409,85.5999984741211,88.58134460449219
2008-12-29,23.1092,23.0759,86.3499984741211,88.62947082519531
2008-12-30,24.2692,23.1409,85.9000015258789,88.62147521972656
2008-12-31,24.3392,22.9409,86.5199966430664,88.60541534423828
2009-01-02,24.8292,22.7159,86.2300033569336,88.46895599365234
2009-01-05,24.2192,22.3909,84.4800033569336,88.533203125
2009-01-06,24.5192,21.8909,85.12999725341797,88.57334899902344
2009-01-07,24.1492,22.2859,82.75,88.58938598632812
2009-01-08,24.3792,22.5059,84.45999908447266,88.4930191040039
2009-01-09,23.0692,22.3409,83.91999816894531,88.55724334716797
2009-01-12,22.4292,22.1909,80.76000213623047,88.60541534423828
2009-01-13,21.7392,21.9009,80.87999725341797,88.60541534423828
2009-01-14,20.3792,21.8009,79.79000091552734,88.62147521972656
2009-01-15,20.5492,21.8359,80.38999938964844,88.56525421142578
2009-01-16,20.6192,21.9159,82.70999908447266,88.57334899902344
2009-01-20,18.4192,21.4159,84.5199966430664,88.57334899902344
2009-01-21,19.7692,21.4359,84.1500015258789,88.54122924804688
2009-01-22,18.9892,21.4409,84.58000183105469,88.56525421142578
2009-01-23,18.8092,21.3159,88.52999877929688,88.59737396240234
2009-01-26,19.3792,21.2909,88.94999694824219,88.56525421142578
2009-01-27,19.8292,21.5459,88.37999725341797,88.58131408691406
2009-01-28,20.9092,21.6009,87.41999816894531,88.58131408691406
2009-01-29,19.4492,21.4359,89.5,88.55724334716797
2009-01-30,19.0792,21.1159,91.30999755859376,88.55724334716797
2009-02-02,18.8992,21.1159,88.83999633789062,88.56771087646484
2009-02-03,19.8292,21.2159,88.47000122070312,88.54361724853516
2009-02-04,19.5592,21.0909,89.18000030517578,88.48737335205078
2009-02-05,19.9592,20.9809,90.12000274658205,88.54361724853516
2009-02-06,20.6292,21.0159,89.58999633789062,88.48737335205078
2009-02-09,20.9592,21.1909,88.31999969482422,88.51950073242188
2009-02-10,19.4192,21.1909,90.20999908447266,88.5355453491211
2009-02-11,19.7292,21.2159,92.29000091552734,88.51950073242188
2009-02-12,19.5592,21.1159,93.16999816894533,88.50345611572266
2009-02-13,19.2592,21.0459,92.5500030517578,88.51146697998047
2009-02-17,17.4992,20.5209,95.4499969482422,88.47940826416016
2009-02-18,17.4992,20.4159,96.91000366210938,88.51950073242188
2009-02-19,17.3892,20.3759,95.7699966430664,88.42318725585938
2009-02-20,16.9392,20.8359,97.8000030517578,88.45525360107422
2009-02-23,15.9592,20.6409,97.7300033569336,88.51950073242188
2009-02-24,16.9692,20.6909,94.7300033569336,88.51146697998047
2009-02-25,16.3692,20.4459,93.1500015258789,88.47940826416016
2009-02-26,16.2292,20.3359,93.05999755859376,88.48737335205078
2009-02-27,16.0192,20.2109,92.62999725341795,88.50345611572266
2009-03-02,14.8592,20.0259,90.93000030517578,88.53160858154297
2009-03-03,14.8692,19.8709,90.04000091552734,88.53160858154297
2009-03-04,15.6092,19.9359,88.98999786376953,88.54763793945312
2009-03-05,14.5092,19.9559,91.98999786376952,88.53960418701172
2009-03-06,14.4692,19.8909,92.29000091552734,88.53960418701172
2009-03-09,14.0492,20.0159,90.56999969482422,88.53960418701172
