date,EPI,EMB,GLD,SHV
2018-02-05,23.2784,74.5867,126.70999908447266,90.02408599853516
2018-02-06,24.1284,74.7967,125.37999725341795,89.9996337890625
2018-02-07,23.6784,74.5967,124.79000091552734,89.9996337890625
2018-02-08,23.1884,73.3167,124.9800033569336,90.0077896118164
2018-02-09,23.9284,72.9867,124.7699966430664,89.9996337890625
2018-02-12,24.1784,73.1667,125.37000274658205,89.9996337890625
2018-02-13,24.2284,72.7567,126.08000183105467,89.9832992553711
2018-02-14,24.3584,72.5067,128.22999572753906,89.9832992553711
2018-02-15,24.5184,73.2367,128.3800048828125,89.9996337890625
2018-02-16,23.9684,73.9767,127.95999908447266,90.01594543457031
2018-02-20,23.6384,73.2367,126.23999786376952,90.0077896118164
2018-02-21,23.4884,72.8467,125.66000366210938,90.02408599853516
2018-02-22,23.4684,72.9667,126.3000030517578,90.02408599853516
2018-02-23,24.0884,73.8067,126.13999938964844,90.03231811523438
2018-02-26,24.2684,74.1167,126.4499969482422,90.02408599853516
2018-02-27,23.7384,73.9067,125.12999725341795,90.03231811523438
2018-02-28,23.4784,73.6667,125.0,90.03231811523438
2018-03-01,23.3884,73.257,124.72000122070312,90.05188751220703
2018-03-02,23.4384,73.637,125.38999938964844,90.043701171875
2018-03-05,23.5084,73.467,125.18000030517578,90.043701171875
2018-03-06,23.2484,73.637,126.52999877929688,90.05188751220703
2018-03-07,23.0484,73.517,125.72000122070312,90.06005859375
2018-03-08,23.1084,73.527,125.41999816894533,90.0845947265625
2018-03-09,23.4384,73.747,125.54000091552734,90.0845947265625
2018-03-12,23.5984,73.727,125.54000091552734,90.0845947265625
2018-03-13,23.6184,73.547,125.77999877929688,90.09273529052734
2018-03-14,23.5484,73.797,125.6999969482422,90.0845947265625
2018-03-15,23.3284,73.707,124.9000015258789,90.076416015625
2018-03-16,23.0284,73.697,124.5999984741211,90.10091400146484
2018-03-19,22.5684,73.227,124.87000274658205,90.09273529052734
2018-03-20,22.7391,72.997,124.30999755859376,90.09273529052734
2018-03-21,22.9791,73.337,126.4800033569336,90.12542724609376
2018-03-22,22.4591,73.007,125.9800033569336,90.10091400146484
2018-03-23,22.1891,72.557,127.61000061035156,90.13361358642578
2018-03-26,22.7991,73.227,128.27999877929688,90.12542724609376
2018-03-27,22.6791,73.397,127.48999786376952,90.1580810546875
2018-03-28,22.6191,73.687,125.7300033569336,90.14173889160156
2018-03-29,22.8991,74.287,125.79000091552734,90.1826171875
2018-04-02,22.7391,74.0708,127.26000213623048,90.1769027709961
2018-04-03,23.1391,74.1508,126.3000030517578,90.1769027709961
2018-04-04,23.1091,74.2808,126.4499969482422,90.18506622314452
2018-04-05,23.2791,74.2408,125.8000030517578,90.19324493408205
2018-04-06,23.0891,74.4108,126.38999938964844,90.19324493408205
2018-04-09,23.2591,74.3008,126.81999969482422,90.2096176147461
2018-04-10,23.4191,74.1208,127.12000274658205,90.20143127441406
2018-04-11,23.3791,74.1608,128.11000061035156,90.2096176147461
2018-04-12,23.4591,74.1608,126.62000274658205,90.2096176147461
2018-04-13,23.3491,74.2508,127.4499969482422,90.21776580810548
2018-04-16,23.4691,74.1108,127.62999725341795,90.21776580810548
2018-04-17,23.4691,73.8708,127.75,90.21776580810548
2018-04-18,23.4391,73.8708,127.8499984741211,90.21776580810548
2018-04-19,23.1791,73.4808,127.5999984741211,90.22594451904295
2018-04-20,23.0991,72.9908,126.62999725341795,90.23416137695312
2018-04-23,23.1191,72.7208,125.62000274658205,90.23416137695312
2018-04-24,23.0791,72.5508,126.2300033569336,90.24236297607422
2018-04-25,22.9491,72.1508,125.41000366210938,90.24236297607422
2018-04-26,23.2391,72.2408,124.97000122070312,90.25049591064452
2018-04-27,23.4591,72.3308,125.5,90.26686096191406
2018-04-30,23.4391,71.9808,124.58999633789062,90.26686096191406
2018-05-01,23.3591,71.7814,123.70999908447266,90.27750396728516
2018-05-02,23.0891,70.9114,123.6500015258789,90.27750396728516
2018-05-03,23.0091,70.7914,124.27999877929688,90.27750396728516
2018-05-04,22.9391,70.8814,124.54000091552734,90.29389190673828
2018-05-07,22.8791,70.4314,124.56999969482422,90.30205535888672
2018-05-08,22.8991,69.7914,124.58999633789062,90.29389190673828
2018-05-09,22.9091,69.6014,124.33000183105467,90.30205535888672
2018-05-10,23.0091,70.9614,125.18000030517578,90.31026458740234
2018-05-11,22.8791,71.4214,125.0,90.31843566894533
2018-05-14,22.6991,71.2314,124.48999786376952,90.31026458740234
2018-05-15,22.2891,70.4814,122.4800033569336,90.3266372680664
2018-05-16,22.5091,70.7114,122.29000091552734,90.31843566894533
2018-05-17,22.3191,70.2814,122.36000061035156,90.343017578125
2018-05-18,21.9491,70.1614,122.41000366210938,90.343017578125
2018-05-21,21.8291,70.1814,122.4800033569336,90.3348617553711
2018-05-22,21.8791,70.6014,122.41000366210938,90.3348617553711
2018-05-23,21.7391,71.2714,122.54000091552734,90.36756134033205
2018-05-24,21.8191,71.6014,123.58999633789062,90.36756134033205
2018-05-25,22.2491,71.8714,123.20999908447266,90.39212036132812
2018-05-29,22.1191,71.5714,123.19000244140624,90.4167251586914
2018-05-30,22.4091,71.5414,123.37000274658205,90.40032958984376
2018-05-31,22.3991,71.0914,123.0999984741211,90.40852355957033
2018-06-01,22.5291,70.703,122.48999786376952,90.40689849853516
2018-06-04,22.2791,70.663,122.37000274658205,90.41507720947266
2018-06-05,22.1391,70.833,122.8499984741211,90.41507720947266
2018-06-06,22.6891,70.593,122.91999816894533,90.41507720947266
2018-06-07,22.4391,70.293,122.86000061035156,90.42327880859376
2018-06-08,22.5991,70.393,123.01000213623048,90.43146514892578
2018-06-11,22.6191,70.183,123.2300033569336,90.4396743774414
2018-06-12,22.7191,69.733,122.81999969482422,90.4396743774414
2018-06-13,22.6691,69.393,123.19000244140624,90.4396743774414
2018-06-14,22.5191,69.263,123.37999725341795,90.4560775756836
2018-06-15,22.4791,69.483,121.33999633789062,90.46426391601562
2018-06-18,22.3691,68.913,121.11000061035156,90.46426391601562
2018-06-19,22.2491,68.883,120.8000030517578,90.48067474365234
2018-06-20,22.2891,69.113,120.26000213623048,90.47249603271484
2018-06-21,22.2191,69.503,120.0500030517578,90.50525665283205
2018-06-22,22.4091,70.103,120.33999633789062,90.50525665283205
2018-06-25,22.1136,69.613,119.88999938964844,90.51345825195312
2018-06-26,21.9936,69.463,119.26000213623048,90.52164459228516
2018-06-27,21.5436,69.253,118.58000183105467,90.52987670898438
2018-06-28,21.4536,69.463,118.22000122070312,90.52164459228516
2018-06-29,21.9336,69.473,118.6500015258789,90.54627990722656
2018-07-02,21.7736,69.4689,117.45999908447266,90.5470962524414
2018-07-03,21.8936,69.8089,118.6500015258789,90.55530548095705
2018-07-05,21.5936,70.4889,119.0500030517578,90.57172393798828
2018-07-06,21.9236,71.4089,118.86000061035156,90.57172393798828
2018-07-09,22.3136,71.7089,119.1500015258789,90.57172393798828
2018-07-10,22.3936,71.8989,118.93000030517578,90.57172393798828
2018-07-11,22.2736,71.4489,117.63999938964844,90.58812713623048
2018-07-12,22.5336,71.6589,118.12999725341795,90.59637451171876
2018-07-13,22.4036,72.2189,117.61000061035156,90.59637451171876
2018-07-16,22.1136,71.9389,117.5500030517578,90.60456085205078
2018-07-17,22.5936,71.9289,116.27999877929688,90.60456085205078
2018-07-18,22.4436,71.8289,116.30999755859376,90.61273193359376
2018-07-19,22.1636,71.8089,115.80999755859376,90.61273193359376
2018-07-20,22.4036,71.7089,116.55999755859376,90.62096405029295
2018-07-23,22.4136,71.5689,116.0,90.6291961669922
2018-07-24,22.7036,71.4689,116.04000091552734,90.6291961669922
2018-07-25,22.8936,72.4389,116.68000030517578,90.6374053955078
2018-07-26,22.9036,72.5289,115.7699966430664,90.65384674072266
2018-07-27,23.1636,72.7189,115.83000183105467,90.6456298828125
2018-07-30,23.2536,72.4089,115.6500015258789,90.65384674072266
2018-07-31,23.5436,72.2089,115.98999786376952,90.66204833984376
2018-08-01,23.5136,71.75,115.13999938964844,90.6661376953125
2018-08-02,23.4036,71.66,114.5199966430664,90.68257904052734
2018-08-03,23.6536,71.9,114.91999816894533,90.69901275634766
2018-08-06,23.5836,71.72,114.33000183105467,90.69078826904295
2018-08-07,23.5536,71.56,114.58999633789062,90.69901275634766
2018-08-08,23.6736,71.56,114.91000366210938,90.69901275634766
2018-08-09,23.6436,71.18,114.73999786376952,90.71549987792967
2018-08-10,23.3036,69.96,114.69000244140624,90.73193359375
2018-08-13,22.8336,69.49,112.95999908447266,90.72367095947266
2018-08-14,23.2136,70.18,113.06999969482422,90.74015045166016
2018-08-15,22.7136,69.96,111.19000244140624,90.74015045166016
2018-08-16,22.9436,70.18,111.0999984741211,90.74832916259766
2018-08-17,23.2936,70.61,112.12999725341795,90.76481628417967
2018-08-20,23.3936,70.47,112.69000244140624,90.77305603027344
2018-08-21,23.5536,70.77,113.0199966430664,90.78126525878906
2018-08-22,23.6736,71.24,113.2699966430664,90.78948974609376
2018-08-23,23.3236,70.71,112.1999969482422,90.78126525878906
2018-08-24,23.6436,70.99,114.16000366210938,90.78948974609376
2018-08-27,23.8736,71.13,114.58999633789062,90.78948974609376
2018-08-28,23.7836,70.93,113.68000030517578,90.79769134521484
2018-08-29,23.7136,70.61,114.1999969482422,90.80591583251952
2018-08-30,23.4136,70.02,113.63999938964844,90.81413269042967
2018-08-31,23.5936,69.69,113.51000213623048,90.82238006591795
2018-09-04,22.8436,69.3656,112.93000030517578,90.83308410644533
2018-09-05,22.9736,69.4356,113.31999969482422,90.84129333496094
2018-09-06,22.9736,69.9056,113.54000091552734,90.84953308105467
2018-09-07,23.0236,69.6256,113.2300033569336,90.8577651977539
2018-09-10,22.5236,69.4256,113.1500015258789,90.86599731445312
2018-09-11,22.4136,69.2256,113.22000122070312,90.86599731445312
2018-09-12,22.7736,69.5656,114.16999816894533,90.87421417236328
2018-09-13,23.0336,70.5956,113.76000213623048,90.86599731445312
2018-09-14,22.9236,70.7156,113.0199966430664,90.87421417236328
2018-09-17,22.5336,70.3856,113.61000061035156,90.89073181152344
2018-09-18,22.3136,70.0556,113.44000244140624,90.88247680664062
2018-09-19,22.5936,70.4356,113.87999725341795,90.87421417236328
2018-09-20,22.8236,71.0356,114.2699966430664,90.89073181152344
2018-09-21,22.2036,71.2656,113.48999786376952,90.90719604492188
2018-09-24,21.4636,71.1556,113.47000122070312,90.90719604492188
2018-09-25,21.5942,71.2356,113.6500015258789,90.90719604492188
2018-09-26,21.6142,71.7256,113.0500030517578,90.92364501953124
2018-09-27,21.3542,72.1056,112.0500030517578,90.94012451171876
2018-09-28,20.9842,71.8356,112.76000213623048,90.94837188720705
2018-10-01,20.9242,71.8352,112.56999969482422,90.95825958251952
2018-10-02,20.7942,71.9452,113.87000274658205,90.95003509521484
2018-10-03,20.3742,71.3852,113.41999816894533,90.96649932861328
2018-10-04,19.6542,70.6352,113.4800033569336,90.98301696777344
2018-10-05,18.9042,70.3152,113.8000030517578,90.98301696777344
2018-10-08,19.1242,70.2852,112.54000091552734,90.9912338256836
2018-10-09,18.9542,70.3252,112.5999984741211,90.9912338256836
2018-10-10,18.8742,69.8852,112.87999725341795,90.9912338256836
2018-10-11,18.9442,70.0452,115.77999877929688,90.9994888305664
2018-10-12,19.6542,70.2852,115.2300033569336,91.0159912109375
2018-10-15,19.6342,70.3052,116.0,91.0159912109375
2018-10-16,20.2542,70.7052,115.8000030517578,91.02426147460938
2018-10-17,19.5342,70.4552,115.79000091552734,91.00773620605467
2018-10-18,19.0042,70.0552,115.91999816894533,91.04899597167967
2018-10-19,19.0942,69.9352,116.01000213623048,91.04899597167967
2018-10-22,18.8542,69.8252,115.70999908447266,91.04899597167967
2018-10-23,18.9842,69.8552,116.38999938964844,91.0572509765625
2018-10-24,18.7042,69.4452,116.66000366210938,91.0654754638672
2018-10-25,18.8942,69.7752,116.4000015258789,91.0820083618164
2018-10-26,18.7642,69.9152,116.7699966430664,91.09024810791016
2018-10-29,18.9242,69.4652,116.30999755859376,91.09024810791016
2018-10-30,19.1942,69.5752,115.8000030517578,91.09848022460938
2018-10-31,19.3342,69.1352,115.1500015258789,91.1067123413086
2018-11-01,20.0242,69.6361,116.62999725341795,91.11994934082033
2018-11-02,20.1042,69.5161,116.6500015258789,91.1116943359375
2018-11-05,20.2542,69.7661,116.37000274658205,91.11994934082033
2018-11-06,20.1342,69.6361,116.04000091552734,91.1116943359375
2018-11-07,20.6942,69.8861,116.02999877929688,91.12820434570312
2018-11-08,20.2542,69.4961,115.77999877929688,91.13648986816406
2018-11-09,20.2142,69.5461,114.4800033569336,91.14472198486328
2018-11-12,19.8642,69.1661,113.66000366210938,91.17780303955078
2018-11-13,20.4642,69.0361,113.6999969482422,91.16952514648438
2018-11-14,20.5042,69.2361,114.63999938964844,91.17780303955078
2018-11-15,20.8442,68.8061,114.7699966430664,91.18605041503906
2018-11-16,20.8842,68.9661,115.62000274658205,91.19429779052734
2018-11-19,20.8842,68.5961,115.66999816894533,91.21085357666016
2018-11-20,20.4842,67.7561,115.66999816894533,91.21908569335938
2018-11-21,20.7242,68.2261,115.86000061035156,91.21908569335938
2018-11-23,20.6742,67.8661,115.7699966430664,91.24390411376952
2018-11-26,20.6542,68.0161,115.63999938964844,91.24390411376952
2018-11-27,20.8142,67.2961,114.9499969482422,91.2521514892578
2018-11-28,21.2142,68.5761,115.37999725341795,91.2603988647461
2018-11-29,21.4342,68.3961,115.73999786376952,91.26866149902344
2018-11-30,21.3042,68.6261,115.54000091552734,91.2769546508789
2018-12-03,21.2942,69.3506,116.41000366210938,91.28520965576172
2018-12-04,20.9842,69.0506,117.12000274658205,91.28520965576172
2018-12-06,20.7042,69.3606,117.13999938964844,91.3100357055664
2018-12-07,20.1442,69.4606,118.08999633789062,91.31832122802734
2018-12-10,19.1742,69.4606,117.68000030517578,91.32659912109376
2018-12-11,19.8142,69.5306,117.54000091552734,91.31832122802734
2018-12-12,20.5642,69.7206,117.79000091552734,91.33489227294922
2018-12-13,20.6542,70.0206,117.52999877929688,91.35142517089844
2018-12-14,20.5242,70.0406,117.05999755859376,91.3597183227539
2018-12-17,20.7342,70.1806,117.87000274658205,91.37625122070312
2018-12-18,21.3742,70.2904,118.1500015258789,91.38539123535156
2018-12-19,21.1642,70.1504,117.43000030517578,91.3936767578125
2018-12-20,21.6342,69.9604,119.23999786376952,91.41026306152344
2018-12-21,21.1342,69.6304,118.72000122070312,91.42684936523438
2018-12-24,20.9024,69.5804,120.0199966430664,91.41854858398438
2018-12-26,21.2924,69.7304,119.66000366210938,91.41854858398438
2018-12-27,21.4024,70.1604,120.56999969482422,91.46003723144533
2018-12-28,21.7603,70.2304,121.05999755859376,91.47657012939452
2018-12-31,21.7103,70.5904,121.25,91.46003723144533
2019-01-02,21.4903,70.5904,121.33000183105467,91.4683074951172
2019-01-03,20.9603,71.0304,122.43000030517578,91.50148010253906
2019-01-04,21.6503,71.8204,121.44000244140624,91.5263442993164
2019-01-07,21.3403,72.2704,121.86000061035156,91.5263442993164
2019-01-08,21.3903,72.1904,121.52999877929688,91.51803588867188
2019-01-09,21.3003,72.3804,122.30999755859376,91.509765625
2019-01-10,21.3103,72.1904,121.58999633789062,91.53465270996094
2019-01-11,21.2303,72.2004,121.8000030517578,91.55950164794922
2019-01-14,20.8903,72.0804,122.08999633789062,91.56784057617188
2019-01-15,21.1003,72.4404,121.87999725341795,91.57608032226562
2019-01-16,21.3003,72.5304,122.2699966430664,91.55950164794922
2019-01-17,21.4103,72.8904,122.11000061035156,91.58438110351562
2019-01-18,21.3403,73.4004,121.0199966430664,91.6092758178711
2019-01-22,20.9803,73.4304,121.4499969482422,91.60098266601562
2019-01-23,21.0303,73.9604,121.27999877929688,91.60098266601562
2019-01-24,21.2103,74.4804,121.08999633789062,91.63411712646484
2019-01-25,21.0503,74.3804,122.86000061035156,91.63411712646484
2019-01-28,20.5803,73.8904,123.29000091552734,91.63411712646484
2019-01-29,20.5503,73.9804,123.9800033569336,91.6258773803711
2019-01-30,20.7203,74.7404,124.69000244140624,91.65071105957033
2019-01-31,20.9503,75.5604,124.75,91.6838836669922
2019-02-01,20.6603,75.7129,124.5,91.69052124023438
2019-02-04,20.6703,75.3429,123.95999908447266,91.69052124023438
2019-02-05,20.7803,76.0629,124.27999877929688,91.6822280883789
2019-02-06,20.7803,75.5029,123.44000244140624,91.70716094970705
2019-02-07,21.0203,75.3029,123.73999786376952,91.7154541015625
2019-02-08,20.5803,74.8229,124.20999908447266,91.73208618164062
2019-02-11,20.4403,74.5729,123.5999984741211,91.73208618164062
2019-02-12,20.6903,74.9729,123.86000061035156,91.7237777709961
2019-02-13,20.3003,74.9829,123.37000274658205,91.73208618164062
2019-02-14,20.4003,75.2629,124.05999755859376,91.75698852539062
2019-02-15,20.1703,75.3529,124.8000030517578,91.77362823486328
2019-02-19,20.0303,75.2829,126.6999969482422,91.78191375732422
2019-02-20,20.3503,75.2929,126.4800033569336,91.78191375732422
2019-02-21,20.4503,75.2229,125.0500030517578,91.80683135986328
2019-02-22,20.7503,75.8929,125.5,91.80683135986328
2019-02-25,21.0003,75.7129,125.37000274658205,91.80683135986328
2019-02-26,20.8803,76.0329,125.58000183105467,91.80683135986328
2019-02-27,20.6203,76.0629,124.69000244140624,91.8317413330078
2019-02-28,20.8603,75.9929,123.98999786376952,91.8317413330078
2019-03-01,20.9203,75.6054,121.87999725341795,91.8442611694336
2019-03-04,20.8703,75.5454,121.55999755859376,91.86092376708984
2019-03-05,21.7103,75.5954,121.72000122070312,91.85260009765624
2019-03-06,21.9403,75.5054,121.61000061035156,91.86920928955078
2019-03-07,21.6403,75.2554,121.51000213623048,91.88587951660156
2019-03-08,21.6303,75.5554,122.83999633789062,91.90252685546876
2019-03-11,22.4703,75.9554,122.23999786376952,91.88587951660156
2019-03-12,22.6303,76.2954,122.9800033569336,91.90252685546876
2019-03-13,22.5503,76.3254,123.83999633789062,91.91920471191406
2019-03-14,22.6603,76.1654,122.41000366210938,91.91920471191406
2019-03-15,23.1703,76.6054,122.97000122070312,91.94412994384766
2019-03-18,23.4003,76.7054,123.04000091552734,91.92750549316406
2019-03-19,23.4003,76.7854,123.37999725341795,91.95246124267578
2019-03-20,23.4403,77.7554,124.18000030517578,91.96080780029295
2019-03-21,23.3603,77.7254,123.68000030517578,91.9691390991211
2019-03-22,22.7503,76.9954,123.97000122070312,91.9940948486328
2019-03-25,22.7703,77.6054,124.91999816894533,91.9940948486328
2019-03-26,23.0503,77.7054,124.3000030517578,92.01073455810548
2019-03-27,22.8703,77.2954,123.6500015258789,92.00243377685548
2019-03-28,23.1603,77.5254,121.9000015258789,92.02735900878906
2019-03-29,23.3603,77.6254,122.01000213623048,92.03569793701172
2019-04-01,23.5803,77.8196,121.52999877929688,92.03572082519533
2019-04-02,23.6903,77.8896,121.9800033569336,92.06072235107422
2019-04-03,23.7403,77.6396,121.8000030517578,92.04405212402344
2019-04-04,23.4703,77.6096,122.11000061035156,92.0857391357422
2019-04-05,23.6203,78.0396,121.9800033569336,92.077392578125
2019-04-08,23.2903,77.5996,122.51000213623048,92.09410095214844
2019-04-09,23.4103,77.6696,123.1500015258789,92.077392578125
2019-04-10,23.4503,77.8896,123.52999877929688,92.1024398803711
2019-04-11,23.3703,77.4896,121.9499969482422,92.12743377685548
2019-04-12,23.4203,77.4796,121.83000183105467,92.12743377685548
2019-04-15,23.4703,77.5496,121.5999984741211,92.11908721923828
2019-04-16,23.5603,77.3396,120.51000213623048,92.1357879638672
2019-04-17,23.6103,77.4396,120.27999877929688,92.16080474853516
2019-04-18,23.5103,77.5296,120.37000274658205,92.15248107910156
2019-04-22,22.8803,77.4496,120.37000274658205,92.15248107910156
