date,VT,BWX,GLD,SHV
2013-11-25,35.3288,25.4222,120.45999908447266,88.94054412841797
2013-11-26,35.3488,25.5122,119.81999969482422,88.94054412841797
2013-11-27,35.5688,25.4422,119.45999908447266,88.94054412841797
2013-11-29,35.6088,25.4322,120.6999969482422,88.93247985839844
2013-12-02,35.2088,25.2584,117.58000183105467,88.92442321777344
2013-12-03,34.8988,25.4034,117.95999908447266,88.92442321777344
2013-12-04,34.6888,25.3534,119.95999908447266,88.93247985839844
2013-12-05,34.4788,25.3834,118.3000030517578,88.94054412841797
2013-12-06,35.1688,25.4584,118.5500030517578,88.94054412841797
2013-12-09,35.2188,25.5084,119.72000122070312,88.93247985839844
2013-12-10,35.1288,25.5984,121.81999969482422,88.94054412841797
2013-12-11,34.4588,25.5684,120.86000061035156,88.94054412841797
2013-12-12,34.1888,25.4284,118.29000091552734,88.94054412841797
2013-12-13,34.1688,25.4884,119.37999725341795,88.94054412841797
2013-12-16,34.5988,25.5484,119.69000244140624,88.94054412841797
2013-12-17,34.3688,25.5334,118.6500015258789,88.93247985839844
2013-12-18,35.1588,25.4184,117.61000061035156,88.94863891601562
2013-12-19,35.1688,25.2934,114.81999969482422,88.93247985839844
2013-12-20,35.4928,25.3584,115.94000244140624,88.93247985839844
2013-12-23,35.9528,25.3484,115.56999969482422,88.93247985839844
2013-12-24,36.0928,25.3334,116.0999984741211,88.93247985839844
2013-12-26,36.3028,25.3384,116.73999786376952,88.93411254882812
2013-12-27,36.4828,25.247,117.12000274658205,88.93411254882812
2013-12-30,36.6428,25.372,115.38999938964844,88.93411254882812
2013-12-31,36.8828,25.367,116.12000274658205,88.94217681884766
2014-01-02,36.0028,25.187,118.0,88.92603302001953
2014-01-03,36.0628,25.117,119.29000091552734,88.94217681884766
2014-01-06,35.9028,25.242,119.5,88.93411254882812
2014-01-07,36.1728,25.262,118.81999969482422,88.93411254882812
2014-01-08,36.1828,25.157,118.12000274658205,88.94217681884766
2014-01-09,36.1728,25.147,118.45999908447266,88.94217681884766
2014-01-10,36.5728,25.427,120.26000213623048,88.94217681884766
2014-01-13,35.9128,25.512,121.0199966430664,88.93411254882812
2014-01-14,36.4428,25.422,119.88999938964844,88.94217681884766
2014-01-15,36.6228,25.282,119.66000366210938,88.94217681884766
2014-01-16,36.6428,25.352,119.79000091552734,88.93411254882812
2014-01-17,36.4228,25.267,120.93000030517578,88.94217681884766
2014-01-21,36.5828,25.282,119.6999969482422,88.93411254882812
2014-01-22,36.7328,25.247,119.19000244140624,88.93411254882812
2014-01-23,36.1928,25.567,121.79000091552734,88.93411254882812
2014-01-24,34.6728,25.547,122.29000091552734,88.93411254882812
2014-01-27,34.3728,25.532,120.95999908447266,88.93411254882812
2014-01-28,34.8428,25.507,120.9499969482422,88.94217681884766
2014-01-29,34.2628,25.537,122.47000122070312,88.94217681884766
2014-01-30,34.8328,25.457,119.7699966430664,88.94217681884766
2014-01-31,34.2428,25.497,120.08999633789062,88.93411254882812
2014-02-03,33.1128,25.4746,121.31999969482422,88.95824432373047
2014-02-04,33.5728,25.5046,120.98999786376952,88.94217681884766
2014-02-05,33.5328,25.5796,121.29000091552734,88.93411254882812
2014-02-06,34.4028,25.5896,121.23999786376952,88.9502182006836
2014-02-07,35.0428,25.6946,122.16999816894533,88.94217681884766
2014-02-10,35.0028,25.6596,122.91999816894533,88.94217681884766
2014-02-11,35.7628,25.6796,124.36000061035156,88.94217681884766
2014-02-12,35.8728,25.5446,124.43000030517578,88.93411254882812
2014-02-13,36.0828,25.7596,125.48999786376952,88.94217681884766
2014-02-14,36.3728,25.8196,127.1500015258789,88.93411254882812
2014-02-18,36.6328,25.9346,127.4000015258789,88.93411254882812
2014-02-19,36.2528,25.8196,126.2699966430664,88.93411254882812
2014-02-20,36.5828,25.7696,127.5999984741211,88.93411254882812
2014-02-21,36.5928,25.8496,127.58000183105467,88.93411254882812
2014-02-24,36.9628,25.8796,128.99000549316406,88.93411254882812
2014-02-25,36.8128,25.9596,129.2100067138672,88.94217681884766
2014-02-26,36.8228,25.9096,128.11000061035156,88.94217681884766
2014-02-27,37.0428,26.0346,128.1999969482422,88.94217681884766
2014-02-28,37.2028,26.1446,127.62000274658205,88.9502182006836
2014-03-03,36.3928,26.1164,130.2899932861328,88.93411254882812
2014-03-04,37.3928,26.0814,128.67999267578125,88.93411254882812
2014-03-05,37.4228,26.1164,128.88999938964844,88.94217681884766
2014-03-06,37.6928,26.1614,130.1699981689453,88.94217681884766
2014-03-07,37.5028,26.1414,129.08999633789062,88.93411254882812
2014-03-10,37.2328,26.1514,129.1300048828125,88.94217681884766
2014-03-11,36.9228,26.1014,129.86000061035156,88.93411254882812
2014-03-12,36.8628,26.1364,131.75999450683594,88.93411254882812
2014-03-13,36.0628,26.2364,132.2100067138672,88.93411254882812
2014-03-14,36.0028,26.3114,133.10000610351562,88.94217681884766
2014-03-17,36.5028,26.3614,131.63999938964844,88.9502182006836
2014-03-18,36.9528,26.3864,130.6199951171875,88.94217681884766
2014-03-19,36.3728,26.0064,128.08999633789062,88.9502182006836
2014-03-20,36.4828,25.9714,127.86000061035156,88.9502182006836
2014-03-21,36.3828,26.1064,128.47000122070312,88.9502182006836
2014-03-24,36.3328,26.2014,126.18000030517578,88.9502182006836
2014-03-25,36.6968,26.1864,126.41000366210938,88.9502182006836
2014-03-26,36.4568,26.2514,125.41000366210938,88.94217681884766
2014-03-27,36.6068,26.2614,124.58999633789062,88.95824432373047
2014-03-28,36.9768,26.2114,124.55999755859376,88.95824432373047
2014-03-31,37.4868,26.2364,123.61000061035156,88.95824432373047
2014-04-01,37.9268,26.2303,123.38999938964844,88.9502182006836
2014-04-02,38.0168,26.0803,124.31999969482422,88.95824432373047
2014-04-03,37.8868,25.9603,123.91999816894533,88.96634674072266
2014-04-04,37.3668,26.1553,125.56999969482422,88.96634674072266
2014-04-07,36.9568,26.2653,124.91000366210938,88.9502182006836
2014-04-08,37.1768,26.4153,126.08999633789062,88.96634674072266
2014-04-09,37.8768,26.5053,126.31999969482422,88.95824432373047
