date,adj_close
2005-01-03,33.6529426574707
2005-01-04,33.039527893066406
2005-01-05,32.835060119628906
2005-01-06,32.67316436767578
2005-01-07,32.84358596801758
2005-01-10,32.82654571533203
2005-01-11,32.59648132324219
2005-01-12,32.869136810302734
2005-01-13,32.43462371826172
2005-01-14,32.7413444519043
2005-01-18,32.9884033203125
2005-01-19,32.44314956665039
2005-01-20,31.821195602416992
2005-01-21,31.565610885620117
2005-01-24,31.122587203979492
2005-01-25,31.275922775268555
2005-01-26,31.65081024169922
2005-01-27,31.60821533203125
2005-01-28,31.454864501953125
2005-01-31,31.86383056640625
2005-02-01,31.966049194335938
2005-02-02,32.01714324951172
2005-02-03,31.65081024169922
2005-02-04,32.1619873046875
2005-02-07,32.09381103515625
2005-02-08,32.15347671508789
2005-02-09,31.616737365722656
2005-02-10,31.65081024169922
2005-02-11,32.11939239501953
2005-02-14,32.26422119140625
2005-02-15,32.47721862792969
2005-02-16,32.35795211791992
2005-02-17,31.92343521118164
2005-02-18,31.821195602416992
2005-02-22,31.42929458618164
2005-02-23,31.47188949584961
2005-02-24,31.87234115600586
2005-02-25,32.05123519897461
2005-02-28,31.71047019958496
2005-03-01,32.05977249145508
2005-03-02,32.0427131652832
2005-03-03,31.77859878540039
2005-03-04,31.966049194335938
2005-03-07,32.426109313964844
2005-03-08,32.10234832763672
2005-03-09,32.00865173339844
2005-03-10,31.966049194335938
2005-03-11,31.667861938476562
2005-03-14,31.81267547607422
2005-03-15,31.557104110717773
2005-03-16,31.19925880432129
2005-03-17,31.275922775268555
2005-03-18,31.10553741455078
2005-03-21,31.16518211364746
2005-03-22,30.78180503845215
2005-03-23,30.892566680908203
2005-03-24,30.901079177856445
2005-03-28,30.960708618164062
2005-03-29,30.71363639831543
2005-03-30,31.29299545288086
2005-03-31,31.15665626525879
2005-04-01,30.84143829345703
2005-04-04,31.062959671020508
2005-04-05,31.148155212402344
2005-04-06,31.097028732299805
2005-04-07,31.47188949584961
2005-04-08,31.216306686401367
2005-04-11,31.079980850219727
2005-04-12,31.233341217041016
2005-04-13,30.722145080566406
2005-04-14,30.287647247314453
2005-04-15,29.597558975219727
2005-04-18,29.606067657470703
2005-04-19,29.810548782348633
2005-04-20,29.563467025756836
2005-04-21,30.34728240966797
2005-04-22,29.89573860168457
2005-04-25,30.142824172973633
2005-04-26,29.861677169799805
2005-04-27,29.904272079467773
2005-04-28,29.606067657470703
2005-04-29,29.80202865600586
2005-05-02,29.921295166015625
2005-05-03,30.074649810791016
2005-05-04,30.441017150878906
2005-05-05,30.466562271118164
2005-05-06,30.55175018310547
2005-05-09,30.696590423583984
2005-05-10,30.475086212158203
2005-05-11,30.62843894958496
2005-05-12,30.543245315551758
2005-05-13,30.87551498413086
2005-05-16,31.079980850219727
2005-05-17,31.26742172241211
2005-05-18,31.69339370727539
2005-05-19,31.957494735717773
2005-05-20,32.0853271484375
2005-05-23,32.2471923828125
2005-05-24,32.34941864013672
2005-05-25,32.2131233215332
2005-05-26,32.536865234375
2005-05-27,32.55389404296875
2005-05-31,32.44314956665039
2005-06-01,32.70725631713867
2005-06-02,32.937286376953125
2005-06-03,32.46018600463867
2005-06-06,32.46870803833008
2005-06-07,32.196075439453125
2005-06-08,32.127906799316406
2005-06-09,32.3323860168457
2005-06-10,31.991615295410156
2005-06-13,32.14494705200195
2005-06-14,32.01714324951172
2005-06-15,32.11939239501953
2005-06-16,32.2897834777832
2005-06-17,32.2940559387207
2005-06-20,32.2940559387207
2005-06-21,32.27699661254883
2005-06-22,32.242897033691406
2005-06-23,31.88473129272461
2005-06-24,31.526575088500977
